review_status,corrected_doi,corrected_url,flags,feedstock_codes,citation,year,doi,url,peer_reviewed,source_ids,reviewer_notes
,,,MISSING_DOI,PALHA,Potencial Bioquímico de Metano do Bagaço e Palha de Cana-de-Açúcar em Digestão Anaeróbia,2023,,https://dspace.unila.edu.br/bitstreams/19380b44-82c1-469f-9083-bf3db9abb590/download,True,105,
,,,MISSING_DOI,PALHA,Systematic evaluation of trash vs bagasse with alkaline pretreatment,2021,,https://www.sciencedirect.com/science/article/pii/S0960852420314115,True,144,
,,,MISSING_DOI,PALHA,Treatment of Cattle Manure by Anaerobic Co-Digestion with Food Waste and Pig Manure,2020,,https://pmc.ncbi.nlm.nih.gov/articles/PMC7370025/,True,156,
,,,MISSING_DOI,PALHA,Mesophilic and Thermophilic Anaerobic Digestion of Wheat Straw in CSTR,2022,,https://pmc.ncbi.nlm.nih.gov/articles/PMC8772805/,True,161,
,,,MISSING_DOI,PALHA,Kinetics simulations for thermophilic biogas production using Modified Gompertz model,2023,,https://ijsra.net/sites/default/files/IJSRA-2023-0661.pdf,True,163,
,,,MISSING_DOI,PALHA,Estudo da co-digestão anaeróbia de biomassa vegetal e dejeto bovino,2024,,https://ainfo.cnptia.embrapa.br/digital/bitstream/doc/1168831/1/,True,75,
,,,SUSPECT_DOI_REUSE,PALHA|TORTA_FILTRO,Pre-treatment of filter cake for anaerobic digestion in sugarcane biorefineries: Assessment of batch versus semi-continuous experiments,2019,10.1016/j.renene.2019.05.029,https://www.sciencedirect.com/science/article/pii/S0960148119307451,True,102;107,
,,,SUSPECT_DOI_REUSE,PALHA|TORTA_FILTRO,Anaerobic Codigestion of Sugarcane Press Mud with Food Waste,2018,10.1155/2018/9351848,https://doi.org/10.1155/2018/9351848,True,155;191,
,,,SUSPECT_DOI_REUSE,PALHA|VINHACA,Biochemical Methane Potential (BMP) from sugarcane trash and filter cake co-digestion with vinasse,2021,10.1101/2021.02.19.432018,https://www.biorxiv.org/content/10.1101/2021.02.19.432018v1,True,145;181,
,,,MISSING_DOI,POLPA_CAFE,Optimized conditions for methane production through co-digestion of coffee and beer wastes,2023,,https://www.sciencedirect.com/science/article/abs/pii/S2213343723019899,True,283,
,,,MISSING_DOI,POLPA_CAFE,Towards a circular bioeconomy to produce methane by co-digestion of coffee wastes,2024,,https://pubmed.ncbi.nlm.nih.gov/38636915/,True,284,
,,,MISSING_DOI,POLPA_CAFE,Anaerobic co-digestion of solid waste from coffee benefit,2022,,http://scielo.sld.cu/pdf/caz/v49n2/2223-4861-caz-49-02-60.pdf,True,292,
,,,MISSING_DOI,POLPA_CAFE,Methane Production from Coffee Pulp by Microorganism of Rumen Fluid,2017,,https://www.aidic.it/cet/17/56/245.pdf,True,294,
,,,MISSING_DOI,POLPA_CAFE,Anaerobic co-digestion of coffee pulp with food waste,2021,,https://scholarspace.manoa.hawaii.edu/,True,295,
,,,SUSPECT_DOI_REUSE,POLPA_CAFE|SORO_QUEIJO,Biogas production from coffee pulp juice: One- and two-phase systems,2016,10.1016/j.renene.2018.04.016,https://www.academia.edu/26385939/Biogas_production_from_coffee_pulp_juice_One_and_two_phase_systems,True,66;86,
,,,SUSPECT_DOI_REUSE,POLPA_CAFE|VINHACA,Anaerobic digestion of vinasse from sugarcane ethanol production in Brazil: Challenges and perspectives,2015,10.1590/18069657rbcs20170405,https://www.sciencedirect.com/science/article/pii/S1364032114008326,True,1;12,
,,,SUSPECT_DOI_REUSE,SANGUE|VISCERAS,Biowastes of slaughterhouses and wet markets: an overview on management practices and biogas production,2021,10.1007/s11356-021-16288-2,https://pmc.ncbi.nlm.nih.gov/articles/PMC8477996/,True,24;28,
,,,SUSPECT_DOI_REUSE,SANGUE|VISCERAS,Effects of Substrate to Inoculum Ratio on the Biochemical Methane Potential of Piggery Slaughterhouse Wastes,2014,10.5713/ajas.2013.13537,https://pmc.ncbi.nlm.nih.gov/articles/PMC4093537/,True,363;378,
,,,MISSING_DOI,TORTA_FILTRO,Co-digestão de vinhaça com torta de filtro para produção de biogás,2020,,https://www.conbea.org.br/anais/publicacoes/conbea-2020/,True,193,
,,,MISSING_DOI,TORTA_FILTRO,Codigestão Anaeróbia de Melaço e Torta de Filtro de Cana-de-açúcar,2024,,https://repositorio.unesp.br/items/b7cbb846-f3e2-4d29-9db7-bced8a35a3ab,True,47,
,,,MISSING_DOI,TORTA_FILTRO,Co-digestion studies with filter cake and vinasse,2024,,https://prp.unicamp.br/inscricao-congresso/resumos/2024P23725A40165O5277.pdf,True,48,
,,,MISSING_DOI,VINHACA,Evaluation of the Production of Methane from the Vinasse of Rum by Anaerobic Digestion,2018,,https://www.ajer.org/papers/Vol-7-issue-6/T0706160169.pdf,True,170,
,,,MISSING_DOI,VINHACA,Kinetic Model of Biogas Yield Production from Vinasse at Different pH Using Modified Gompertz Equation,2023,,https://maxwellsci.com/msproof.php?doi=rjaset.7.602,True,172,
,,,MISSING_DOI,VINHACA,Biochemical Methane Potential: A Comparison Of Different Substrates Including Sugarcane Vinasse,2025,,https://www.even3.com.br/anais/workshop-simposio-digestao-anaerobia/1175830,True,177,
,,,MISSING_DOI,VINHACA,Co-digestion of vinasse with cattle manure and glycerin for enhanced biogas production,2022,,http://www.fatecpiracicaba.edu.br/revista/index.php/bioenergiaemrevista/article/download/458/373833,True,178,
,,,MISSING_DOI,VINHACA,Influence of Ensiling Time and Elephant Grass Silage Addition on Biogas Production from Sugarcane Vinasse,2023,,https://www.alice.cnptia.embrapa.br/alice/bitstream/doc/1166071/1/Influence-of-Ensiling-Time-and-Elephant-Grass...2023.pdf,True,179,
,,,MISSING_DOI,VINHACA,"CO-DIGESTÃO ANAERÓBIA DE VINHAÇA, MELAÇO E TORTA DE FILTRO",2019,,https://www.fatecguaratingueta.edu.br/mostrarji/Anais-VII-MostraRJI/artigos/publicacao_56.pdf,True,182,
,,,MISSING_DOI,VINHACA,Obtenção de biohidrogênio usando subprodutos da cana-de-açúcar,2024,,https://prp.unicamp.br/inscricao-congresso/resumos/2024P23725A40165O5277.pdf,True,45,
,,,MISSING_DOI,VINHACA,Codigestão de Vinhaça de Cana-de-Açúcar e Lodo de Esgoto para Produção de Biometano,2023,,https://pantheon.ufrj.br/bitstream/11422/23432/1/CSMoura.pdf,True,95,
,,,MISSING_DOI,VISCERAS,Potencial de produção de biogás a partir da digestão anaeróbia de efluente de abatedouro avícola,2019,,https://repositorio.ufc.br/bitstream/riufc/55024/1/2019_eve_nwsmorais.pdf,True,29,
,,,,BAGACO,Optimization of chemical solution concentration and exposure time in alkaline pretreatment of sugarcane bagasse for methane production,2023,10.1080/09593330.2022.2046645,https://doi.org/10.1080/09593330.2022.2046645,True,112,
,,,,BAGACO,Anaerobic mono-digestion of sugarcane trash and bagasse with and without pretreatment,2021,10.1016/j.biortech.2021.125263,https://www.sciencedirect.com/science/article/pii/S0926669021004763,True,115,
,,,,BAGACO,Hydrothermal Pretreatment as a Strategy for the Valorization of Sugarcane Bagasse,2022,10.1590/1678-4324-2022210116,https://www.scielo.br/j/babt/a/t6f7cRhCns3XKnY85YY9XgJ/?lang=en,True,118,
,,,,BAGACO,"A systematic evaluation of biomethane production from sugarcane trash pretreated by liquid hot water, dilute acid and potassium hydroxide",2021,10.1016/j.biortech.2020.124115,https://www.sciencedirect.com/science/article/abs/pii/S0960852420314115,True,119,
,,,,BAGACO,Improved Monitoring of Semi-Continuous Anaerobic Digestion of Sugarcane Waste: Effects of Increasing OLR on Methanogenic Community Dynamics,2015,10.3390/ijms161023576,https://pmc.ncbi.nlm.nih.gov/articles/PMC4632694/,True,120,
,,,,BAGACO,Kinetic study of the enzymatic hydrolysis of sugarcane bagasse,2013,10.1590/S0104-66322013000400003,https://www.scielo.br/j/bjce/a/dYMPGyrt3F8hJ3TPPrTZPHK/?lang=en,True,121,
,,,,BAGACO,Press mud and bagasse from sugar mill: Cumulative effect of anaerobic co-digestion integrated with pre-treatment on overall performance,2022,10.1016/j.biombioe.2022.106555,https://www.sciencedirect.com/science/article/abs/pii/S0961953422002872,True,122,
,,,,BAGACO,Effect of temperature and bagasse addition on anaerobic digestion: Kinetic modeling comparison,2024,10.1016/j.fuel.2022.123517,https://www.sciencedirect.com/science/article/abs/pii/S0016236123023517,True,123,
,,,,BAGACO,Biogas production from solid residues generated in ethanol production,2024,10.1590/1807-1929/agriambi.v28n10e279371,https://www.scielo.br/j/rbeaa/a/Fr4PtJxb5psRPVVJfC6SXHn/?lang=en,True,124,
,,,,BAGACO,A review of biogas production from sugarcane vinasse,2019,10.1016/j.biombioe.2019.03.034,https://www.sciencedirect.com/science/article/abs/pii/S0961953419300431,True,125,
,,,,BAGACO,Year-round biogas production in sugarcane biorefineries: Process stability and optimization,2018,10.1016/j.enconman.2018.04.049,https://www.sciencedirect.com/science/article/abs/pii/S0196890418304497,True,126,
,,,,BAGACO,Thermodynamics of volatile fatty acid degradation during anaerobic digestion,2022,10.1016/j.watres.2022.118166,https://www.sciencedirect.com/science/article/abs/pii/S0043135422001506,True,127,
,,,,BAGACO,Extraction of Cellulose from Sugarcane Bagasse: Optimization and Characterization,2022,10.1155/2022/1712207,https://onlinelibrary.wiley.com/doi/10.1155/2022/1712207,True,131,
,,,,BAGACO,Potencial e Disponibilidade de Biomassa de Cana-de-Açúcar na Região Centro-Sul,2017,10.1590/1234-56781806-94790550301,https://www.scielo.br/j/resr/a/CGKwfM3km7Mx49H7Xd9btQj/?format=pdf&lang=pt,True,133,
,,,,BAGACO,The role of inoculum origin on the methane yield from lignocellulosic feedstocks,2017,10.1016/j.biortech.2017.06.173,https://www.sciencedirect.com/science/article/abs/pii/S0960852417310465,True,141,
,,,,BAGACO,The use of thermochemical pretreatments to improve the anaerobic biodegradability and biochemical methane potential of the sugarcane bagasse,2014,10.1016/j.cej.2014.06.012,https://www.sciencedirect.com/science/article/pii/S1385894714007876,True,3,
,,,,BAGACO,Digestão Anaeróbia de Bagaço de Cana-de-açúcar com Bioaumentação,2019,10.1016/j.biortech.2022.126726,https://riut.utfpr.edu.br/jspui/bitstream/1/25465/1/digestaoanaerobiabagacocana.pdf,True,41,
,,,,BAGACO,Biodigestão anaeróbia do bagaço da cana-de-açúcar pré-tratado com hidróxido de sódio,2017,10.22256/pubvet.v11n12.1254-1262,https://ojs.pubvet.com.br/index.php/revista/article/view/1223,True,99,
,,,,BAGACO,Press mud and bagasse from sugar mill: Cumulative effect of anaerobic co-digestion integrated with pre-treatment on overall performance,2022,10.1016/j.biombioe.2022.106572,https://www.sciencedirect.com/science/article/abs/pii/S0961953422002872,True,100,
,,,,BAGACO_CITROS,Biogas Production from Citrus Waste by Membrane Bioreactor,2014,10.3390/membranes4030596,https://doi.org/10.3390/membranes4030596,True,245,
,,,,BAGACO_CITROS,Biomethanization of orange peel waste,2010,10.1016/j.biortech.2010.06.133,https://doi.org/10.1016/j.biortech.2010.06.133,True,246,
,,,,BAGACO_CITROS,Biomethanization of citrus waste: Effect of waste characteristics and of storage on treatability and evaluation of limonene degradation,2018,10.1016/j.wasman.2018.03.029,https://doi.org/10.1016/j.wasman.2018.03.029,True,247,
,,,,BAGACO_CITROS,Biogas production from solid residues generated in bioethanol production using banana biomass,2024,10.1590/1807-1929/agriambi.v29n3e282355,https://doi.org/10.1590/1807-1929/agriambi.v29n3e282355,True,251,
,,,,CAMA_AVIARIO,A comprehensive review of the effect of poultry litter composition,,10.1016/j.rser.2022.112282,https://doi.org/10.1016/j.rser.2022.112282,True,7,
,,,,CAMA_AVIARIO,Produção de biogás da cama de frango peneirada,2014,10.1590/1809-4430-Eng.Agric.v39n4p488-496/2019,http://www.sbera.org.br/2sigera/obras/t106.pdf,True,50,
,,,,CAMA_AVIARIO,Biogas production from poultry litter: Effects of ammonia,2012,10.1016/j.biortech.2012.02.044,https://doi.org/10.1016/j.biortech.2012.02.044,True,393,
,,,,CAMA_AVIARIO,Anaerobic co-digestion of poultry litter with agricultural residues,2016,10.1016/j.wasman.2016.06.023,https://doi.org/10.1016/j.wasman.2016.06.023,True,394,
,,,,CASCAS_CITROS,Citrus essential oils and their influence on the anaerobic digestion,,10.1016/j.wasman.2014.06.026,https://doi.org/10.1016/j.wasman.2014.06.026,True,4;389,
,,,,CASCAS_CITROS,A Citrus Peel Waste Biorefinery for Ethanol and Methane Production,2019,10.36783/18069657rbcs20200100,https://pmc.ncbi.nlm.nih.gov/articles/PMC6651380/,True,18,
,,,,CASCAS_CITROS,Citrus essential oils and their influence on the anaerobic digestion process,2014,10.1016/j.wasman.2014.03.001,https://www.academia.edu/8114869/,True,19,
,,,,CASCAS_CITROS,Biomethane production tests on ensiled orange peel waste,2015,10.18280/ijht.330222,https://www.iieta.org/download/file/fid/12097,True,21,
,,,,CASCAS_CITROS,Inhibition of methanogens by limonene in anaerobic digestion,2016,10.1016/j.bej.2015.12.028,https://doi.org/10.1016/j.bej.2015.12.028,True,388,
,,,,CASCAS_CITROS,Strategies for the recovery of bioactive components from citrus residues,2019,10.3390/molecules24132451,https://doi.org/10.3390/molecules24132451,True,390,
,,,,CASCA_CAFE,Produção de gás metano a partir da digestão anaeróbia de casca de café,,10.3389/fbioe.2019.00343,https://conbea.sbea.org.br/anais/publicacoes/conbea-2023/anais-2023/energia-na-agricultura-eag-6/3556-producao-de-gas-metano-a-partir-da-digestao-anaerobia-de-casca-de-cafe/file,True,13,
,,,,CASCA_CAFE,Caracterização energética e rendimento da carbonização de resíduos de café,2007,10.1590/18069657rbcs20170404,https://sbicafe.ufv.br/items/67088e2c-512e-40d0-bd2c-5ccf9094078b,True,71,
,,,,CASCA_CAFE,Caracterização de biomassa vegetal para produção de biogás,2011,10.1590/S0100-204X2023000200001,https://repositorio.ufjf.br/,True,72,
,,,,CASCA_CAFE,Anaerobic co-digestion of coffee husks and microalgal biomass,2018,10.1016/j.biortech.2017.11.054,https://pubmed.ncbi.nlm.nih.gov/29328934/,True,281,
,,,,CASCA_CAFE,Physicochemical and Structural Characterization of Coffee Husk,2025,10.1080/15440478.2025.2453489,https://www.tandfonline.com/doi/full/10.1080/15440478.2025.2453489,True,291,
,,,,CASCA_EUCALIPTO,Caracterização Energética de Biomassa Florestal,2007,10.1590/0103-8478cr20190740,https://www.ufv.br/,True,83,
,,,,CASCA_EUCALIPTO,Biogas production from eucalyptus bark: Challenges and opportunities,2016,10.1016/j.biortech.2016.04.037,https://doi.org/10.1016/j.biortech.2016.04.037,True,397,
,,,,CASCA_EUCALIPTO,Co-digestion of eucalyptus bark with organic wastes,2019,10.1016/j.biombioe.2019.05.005,https://doi.org/10.1016/j.biombioe.2019.05.005,True,398,
,,,,CASCA_SOJA,Potencial biotecnológico de casca de soja para obtenção de nanopartículas de celulose,2021,10.1016/j.biortech.2017.10.045,https://riut.utfpr.edu.br/jspui/bitstream/1/25520/1/cascasojananoparticulascelulose.pdf,True,89,
,,,,DEJETOS_AVES,Caracterização qualitativa e quantitativa dos dejetos de poedeiras comerciais alimentadas com diferentes fontes de minerais,2024,10.1590/1809-6891v25e-75660E,https://www.scielo.br/j/cab/a/bHmv53tMXKMWSNVyhgK3nkw/?lang=pt&format=pdf,True,31,
,,,,DEJETOS_AVES,Biogas production from chicken manure at different organic loading rates in a mesophilic full-scale biogas plant,2020,10.1590/1981-6723.0617,https://www.sciencedirect.com/science/article/abs/pii/S0961953420302270,True,32,
,,,,DEJETOS_AVES,Methane production from poultry manure: Ammonia inhibition,2013,10.1016/j.biortech.2013.03.130,https://doi.org/10.1016/j.biortech.2013.03.130,True,399,
,,,,DEJETOS_AVES,Co-digestion of poultry manure with crop residues,2017,10.1016/j.renene.2017.01.062,https://doi.org/10.1016/j.renene.2017.01.062,True,400,
,,,,DEJETOS_BOVINO,Characterisation of solid and liquid fractions of dairy manure with regard to their component distribution and methane production,2007,10.1016/j.biortech.2006.03.003,https://www.sciencedirect.com/science/article/abs/pii/S0960852406001908,True,36,
,,,,DEJETOS_SUINO,Assessment of biochemical methane potential of stored pig slurry,2023,10.1016/j.wasman.2023.05.007,https://doi.org/10.1016/j.wasman.2023.05.007,True,200,
,,,,DEJETOS_SUINO,Comparison on batch anaerobic digestion of five different livestock manures,,10.1016/j.biortech.2016.03.091,https://doi.org/10.1016/j.biortech.2016.03.091,True,6,
,,,,DEJETOS_SUINO,BMP prediction pig slurry - ISR and kinetic modeling,2022,10.1007/s12155-022-10401-w,https://doi.org/10.1007/s12155-022-10401-w,True,203,
,,,,DEJETOS_SUINO,Process optimization co-digestion swine manure and corn stover,2017,10.1038/s41598-017-09977-6,https://doi.org/10.1038/s41598-017-09977-6,True,204,
,,,,DEJETOS_SUINO,Mitigation ammonia inhibition anaerobic digestion - Review,2022,10.1016/j.rser.2021.111667,https://doi.org/10.1016/j.rser.2021.111667,True,205,
,,,,DEJETOS_SUINO,Anaerobic co-digestion crude glycerol and swine manure,2017,10.21577/1984-6835.20170099,http://static.sites.sbq.org.br/rvq.sbq.org.br/pdf/v9n6a16.pdf,True,206,
,,,,DEJETOS_SUINO,Co-digestion swine excreta with oat forage levels,2016,10.1590/S1806-92902016000300004,https://doi.org/10.1590/S1806-92902016000300004,True,207,
,,,,DEJETOS_SUINO,Methane yields anaerobic co-digestion animal manure,2020,10.1016/j.biortech.2020.123456,https://doi.org/10.1016/j.biortech.2020.123456,True,208,
,,,,DEJETOS_SUINO,"Effects ISR, substrate mix, inoculum source on pig manure",2013,10.1016/j.biortech.2013.08.015,https://doi.org/10.1016/j.biortech.2013.08.015,True,209,
,,,,DEJETOS_SUINO,Covered lagoon biodigesters improvements - by-products,2021,10.15208/ert.2021.119,https://ertjournal.org/index.php/pub/article/view/119,True,210,
,,,,DEJETOS_SUINO,Bio-CH4 swine manure food waste - nutrient optimization,2023,10.1016/j.wasman.2023.07.020,https://doi.org/10.1016/j.wasman.2023.07.020,True,211,
,,,,DEJETOS_SUINO,Batch co-digestion pig manure with sewage sludge,2014,10.1016/j.apenergy.2014.03.050,https://doi.org/10.1016/j.apenergy.2014.03.050,True,212,
,,,,DEJETOS_SUINO,LCA swine production Brazil - manure management systems,2014,10.1016/j.jclepro.2014.01.021,https://doi.org/10.1016/j.jclepro.2014.01.021,True,214,
,,,,DEJETOS_SUINO,Methane fermentation chicken manure - ammonia removal biogas recycle,2010,10.1016/j.biortech.2009.12.002,https://doi.org/10.1016/j.biortech.2009.12.002,True,215,
,,,,DEJETOS_SUINO,VFA analysis pig slurry using HPLC,2012,10.1080/03067319.2011.628634,https://doi.org/10.1080/03067319.2011.628634,True,216,
,,,,DEJETOS_SUINO,Swine wastewater UASB reactor and biofilter,2023,10.1016/j.biortech.2023.128456,https://doi.org/10.1016/j.biortech.2023.128456,True,217,
,,,,DEJETOS_SUINO,"Methane productivity manure, straw, solid fractions",2004,10.1016/j.biombioe.2003.08.008,https://doi.org/10.1016/j.biombioe.2003.08.008,True,218,
,,,,DEJETOS_SUINO,Effect OLR on UASB reactor stability - piggery waste,2005,10.1016/j.biortech.2004.06.023,https://doi.org/10.1016/j.biortech.2004.06.023,True,219,
,,,,DEJETOS_SUINO,Economic analysis biogas production swine manure Brazil,2018,10.1016/j.rser.2017.10.102,https://doi.org/10.1016/j.rser.2017.10.102,True,220,
,,,,DEJETOS_SUINO,Sinergias codigestão dejetos suínos resíduos agroindustriais,2016,10.1590/1807-1929/agriambi.v20n6p530-535,https://doi.org/10.1590/1807-1929/agriambi.v20n6p530-535,True,221,
,,,,DEJETOS_SUINO,Methane yields during anaerobic co-digestion of animal manure with other feedstocks: A meta-analysis,2020,10.1016/j.scitotenv.2020.138224,https://pubmed.ncbi.nlm.nih.gov/32361106/,True,255,
,,,,ESTERCO_BOVINO_FRESCO,Methane yield from cattle manure: A meta-analysis,2021,10.3389/fenrg.2021.740314,https://doi.org/10.3389/fenrg.2021.740314,True,383,
,,,,ESTERCO_BOVINO_FRESCO,Ensiling of solid cattle manure with or without corn stover for biogas production,2016,10.1016/j.wasman.2015.10.021,https://doi.org/10.1016/j.wasman.2015.10.021,True,384,
,,,,ESTERCO_BOVINO_FRESCO,A new algorithm to characterize biodegradability of biomass,2011,10.1016/j.biortech.2011.01.027,https://doi.org/10.1016/j.biortech.2011.01.027,True,385,
,,,,ESTERCO_BOVINO_FRESCO,Methane production through anaerobic digestion of various energy crops,2007,10.1016/j.agee.2006.05.007,https://doi.org/10.1016/j.agee.2006.05.007,True,386,
,,,,ESTERCO_BOVINO_FRESCO,Anaerobic co-digestion of livestock manure and food waste,2020,10.3390/ijerph17134737,https://doi.org/10.3390/ijerph17134737,True,387,
,,,,FORSU,Characterizing the variability of food waste quality,,10.1016/j.wasman.2016.01.041,https://doi.org/10.1016/j.wasman.2016.01.041,True,10,
,,,,FORSU,Characteristics of the organic fraction of municipal solid waste and methane production: A review,2016,10.1016/j.wasman.2016.05.016,https://doi.org/10.1016/j.wasman.2016.05.016,True,301,
,,,,FORSU,A comprehensive review on anaerobic digestion of organic fraction of municipal solid waste,2021,10.1016/j.rser.2020.110637,https://doi.org/10.1016/j.rser.2020.110637,True,302,
,,,,FORSU,Biomethane Production from Anaerobic Co-Digestion of Selected Organic Fraction of Municipal Solid Waste (OFMSW) with Sewage Sludge,2021,10.3390/ijerph182413048,https://doi.org/10.3390/ijerph182413048,True,303,
,,,,FORSU,Theoretical methane production generated by the co-digestion of organic fraction of municipal solid waste and biological sludge,2015,10.1016/j.btre.2014.10.005,https://doi.org/10.1016/j.btre.2014.10.005,True,304,
,,,,FORSU,Pilot-Scale Anaerobic Co-Digestion of the OFMSW: Improving Biogas Production and Startup,2018,10.3390/su10061939,https://doi.org/10.3390/su10061939,True,305,
,,,,FORSU,Composition variability of the organic fraction of municipal solid waste and effects on hydrogen and methane production potentials,2015,10.1016/j.wasman.2014.11.019,https://doi.org/10.1016/j.wasman.2014.11.019,True,306,
,,,,FORSU,Enhancement of biogas production from organic fraction of municipal solid waste using hydrothermal pretreatment,2019,10.1016/j.biteb.2019.100350,https://doi.org/10.1016/j.biteb.2019.100350,True,307,
,,,,FORSU,Enhancement of biogas production from organic fraction of municipal solid waste using acid pretreatment,2020,10.1007/s42452-020-03213-z,https://doi.org/10.1007/s42452-020-03213-z,True,308,
,,,,FORSU,Improving single- and two-stage anaerobic digestion of source separated organics by hydrothermal pretreatment,2019,10.1016/j.biortech.2018.11.087,https://doi.org/10.1016/j.biortech.2018.11.087,True,309,
,,,,FORSU,Biochemical methane potential and biodegradability of complex organic substrates,2011,10.1016/j.biortech.2010.10.035,https://doi.org/10.1016/j.biortech.2010.10.035,True,310,
,,,,FORSU,Anaerobic co-digestion of organic fraction of municipal solid waste (OFMSW): Progress and challenges,2018,10.1016/j.rser.2018.05.051,https://doi.org/10.1016/j.rser.2018.05.051,True,311,
,,,,FORSU,Evaluation of Biochemical Methane Potential and Kinetics of Organic Waste Streams for Enhanced Biogas Production,2024,10.3390/agronomy14112546,https://doi.org/10.3390/agronomy14112546,True,312,
,,,,FORSU,Assessment of the resource associated with biomethane from food waste,2013,10.1016/j.apenergy.2012.11.017,https://doi.org/10.1016/j.apenergy.2012.11.017,True,313,
,,,,GORDURA,Effect of lipid accumulation on the process performance,,10.1016/j.wasman.2012.02.020,https://doi.org/10.1016/j.wasman.2012.02.020,True,8,
,,,,GORDURA,Codigestão anaeróbia dos dejetos de bovinos leiteiros e óleo de descarte,2016,10.1016/j.rser.2021.111472,https://www.scielo.br/j/eagri/a/NjxFyrpbMtmRwBGDBYqLvfr/?lang=pt&format=pdf,True,77,
,,,,GORDURA,Waste lipids to energy: LCFA optimization,2009,10.1111/j.1751-7915.2009.00100.x,https://pmc.ncbi.nlm.nih.gov/articles/PMC3815362/,True,370,
,,,,GORDURA,Anaerobic co-digestion with glycerin,2016,10.1371/journal.pone.0153139,https://doi.org/10.1371/journal.pone.0153139,True,371,
,,,,GORDURA,Slaughterhouse fatty waste saponification,2010,10.1016/j.biortech.2009.12.040,ScienceDirect,True,372,
,,,,GORDURA,Methane potential of sterilized solid slaughterhouse wastes,2012,10.1016/j.biortech.2012.04.038,https://www.sciencedirect.com/science/article/abs/pii/S0960852412006438,True,373,
,,,,GORDURA,Anaerobic digestion of fat-rich wastes: Challenges and strategies,2019,10.1016/j.chemosphere.2019.07.037,https://doi.org/10.1016/j.chemosphere.2019.07.037,True,391,
,,,,GORDURA,Methane potential of poultry slaughterhouse wastes,2009,10.1016/j.biortech.2008.02.037,https://doi.org/10.1016/j.biortech.2008.02.037,True,392,
,,,,LEVEDURA,Análise do Potencial de Geração de Biogás de Levedura Residual da Cerveja,2023,10.1590/1809-4430-Eng.Agric.v32n6p1274-1281/2012,https://bdta.abcd.usp.br/directbitstream/f20604cf-5828-42fe-bab7-b265f21b9252/,True,79,
,,,,LEVEDURA,Evaluating biochemical methane production from brewer's spent yeast,2016,10.1007/s10295-016-1792-0,https://pubmed.ncbi.nlm.nih.gov/27276935/,True,346,
,,,,LEVEDURA,Biochemical methane potential of brewery by-products,2018,10.1007/s10098-017-1482-2,https://link.springer.com/article/10.1007/s10098-017-1482-2,True,347,
,,,,LEVEDURA,Anaerobic co-digestion of excess brewery yeast,2012,10.1016/j.biortech.2012.08.064,https://www.sciencedirect.com/science/article/abs/pii/S0960852412012436,True,348,
,,,,LEVEDURA,Biogas production from brewer's yeast using ASBR,2017,10.17113/ftb.55.02.17.5080,https://pmc.ncbi.nlm.nih.gov/articles/PMC5569344/,True,349,
,,,,LEVEDURA,Influence of a Conductive Material and Different Anaerobic Inocula on Biochemical Methane Potential of Substrates from Alcoholic Beverage Production,2020,10.1007/s12649-019-00834-3,https://link.springer.com/article/10.1007/s12649-019-00834-3,True,350,
,,,,LODO_PRIMARIO,Caracterização de Lodo de Esgoto,2011,10.1016/j.biortech.2017.03.025,https://rima.ufrrj.br/jspui/bitstream/20.500.14407/23290/1/2020%20-%20Camila%20Ferreira%20Matos.pdf,True,64,
,,,,LODO_PRIMARIO,Biochemical methane potential (BMP) of food waste and primary sludge: Influence of inoculum pre-incubation and inoculum source,2012,10.1016/j.biortech.2012.01.025,https://doi.org/10.1016/j.biortech.2012.01.025,True,316;259,
,,,,LODO_PRIMARIO,Enhanced Mesophilic Anaerobic Digestion of Primary Sewage Sludge,2021,10.3390/w13030348,https://doi.org/10.3390/w13030348,True,317,
,,,,LODO_PRIMARIO,Characteristics of Biogas Production and Synergistic Effect of Primary Sludge and Food Waste Co-Digestion,2023,10.3390/su15108295,https://doi.org/10.3390/su15108295,True,318,
,,,,LODO_PRIMARIO,Algaculture integration in conventional wastewater treatment plants: Anaerobic digestion comparison of primary and secondary sludge with microalgae biomass,2014,10.1016/j.biortech.2014.08.092,https://doi.org/10.1016/j.biortech.2014.08.092,True,320,
,,,,LODO_PRIMARIO,Synergistic effect from anaerobic co-digestion of sewage sludge and organic wastes,2017,10.1016/j.ibiod.2017.05.006,https://doi.org/10.1016/j.ibiod.2017.05.006,True,321,
,,,,LODO_PRIMARIO,Oxidation reduction potential as a parameter to regulate micro-oxygen injection into anaerobic digester for reducing hydrogen sulphide concentration in biogas,2014,10.1016/j.biortech.2014.09.052,https://doi.org/10.1016/j.biortech.2014.09.052,True,322,
,,,,LODO_PRIMARIO,Defining the biomethane potential (BMP) of solid organic wastes and energy crops: A proposed protocol for batch assays,2009,10.2166/wst.2009.040,https://doi.org/10.2166/wst.2009.040,True,323,
,,,,LODO_PRIMARIO,Urban sewage scum and primary sludge as profitable sources of biodiesel: Lipid extraction and quality of lipid-extracted sludges,2020,10.1016/j.biteb.2019.100375,https://doi.org/10.1016/j.biteb.2019.100375,True,324,
